rank	gene	description	n	cos	n_cos	N_cos	cos_ev	p	q
341	KCTD7	potassium channel tetramerisation domain containing 7	1	0	0	0	0	1	1
342	KIAA0802	KIAA0802	3	0	0	0	0	1	1
343	KIAA1211	KIAA1211	0	0	0	0	0	1	1
344	KIAA1274	KIAA1274	0	0	0	0	0	1	1
345	KIDINS220	kinase D-interacting substrate, 220kDa	3	0	0	0	0	1	1
346	KIF5C	kinesin family member 5C	3	0	0	0	0	1	1
347	KIFC3	kinesin family member C3	0	0	0	0	0	1	1
348	KLB	klotho beta	1	0	0	0	0	1	1
349	KLC4	kinesin light chain 4	0	0	0	0	0	1	1
350	KLHDC5	kelch domain containing 5	2	0	0	0	0	1	1
351	KLK14	kallikrein-related peptidase 14	2	0	0	0	0	1	1
352	KLRG2	killer cell lectin-like receptor subfamily G, member 2	0	0	0	0	0	1	1
353	KRT17	keratin 17	0	0	0	0	0	1	1
354	KRT9	keratin 9 (epidermolytic palmoplantar keratoderma)	1	0	0	0	0	1	1
355	KRTAP13-3	keratin associated protein 13-3	0	0	0	0	0	1	1
356	LACRT	lacritin	2	0	0	0	0	1	1
357	LAMA4	laminin, alpha 4	5	0	0	0	0	1	1
358	LGI1	leucine-rich, glioma inactivated 1	0	0	0	0	0	1	1
359	LGSN	lengsin, lens protein with glutamine synthetase domain	1	0	0	0	0	1	1
360	LOXL4	lysyl oxidase-like 4	1	0	0	0	0	1	1
361	LPHN1	latrophilin 1	2	0	0	0	0	1	1
362	LPHN2	latrophilin 2	2	0	0	0	0	1	1
363	LPIN2	lipin 2	0	0	0	0	0	1	1
364	LPIN3	lipin 3	0	0	0	0	0	1	1
365	LRCH1	leucine-rich repeats and calponin homology (CH) domain containing 1	2	0	0	0	0	1	1
366	LRIG1	leucine-rich repeats and immunoglobulin-like domains 1	1	0	0	0	0	1	1
367	LRRC14B	leucine rich repeat containing 14B	1	0	0	0	0	1	1
368	LRRC59	leucine rich repeat containing 59	1	0	0	0	0	1	1
369	LRRC66	leucine rich repeat containing 66	1	0	0	0	0	1	1
370	LTBP3	latent transforming growth factor beta binding protein 3	1	0	0	0	0	1	1
371	LY6K	lymphocyte antigen 6 complex, locus K	0	0	0	0	0	1	1
372	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	1	0	0	0	0	1	1
373	LYZL4	lysozyme-like 4	0	0	0	0	0	1	1
374	MAGEH1	melanoma antigen family H, 1	0	0	0	0	0	1	1
375	MAN1B1	mannosidase, alpha, class 1B, member 1	0	0	0	0	0	1	1
376	MAOB	monoamine oxidase B	1	0	0	0	0	1	1
377	MAPK10	mitogen-activated protein kinase 10	2	0	0	0	0	1	1
378	MAPKAP1	mitogen-activated protein kinase associated protein 1	0	0	0	0	0	1	1
379	MARCH1	membrane-associated ring finger (C3HC4) 1	2	0	0	0	0	1	1
380	MARS2	methionyl-tRNA synthetase 2, mitochondrial	0	0	0	0	0	1	1
381	MCCC1	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)	2	0	0	0	0	1	1
382	MCFD2	multiple coagulation factor deficiency 2	0	0	0	0	0	1	1
383	MEA1	male-enhanced antigen 1	0	0	0	0	0	1	1
384	MEX3C	mex-3 homolog C (C. elegans)	0	0	0	0	0	1	1
385	MKL1	megakaryoblastic leukemia (translocation) 1	2	0	0	0	0	1	1
386	MLLT1	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1	1	0	0	0	0	1	1
387	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	7	0	0	0	0	1	1
388	MORN1	MORN repeat containing 1	0	0	0	0	0	1	1
389	MRGPRX1	MAS-related GPR, member X1	1	0	0	0	0	1	1
390	MRPL13	mitochondrial ribosomal protein L13	0	0	0	0	0	1	1
391	MRPS7	mitochondrial ribosomal protein S7	1	0	0	0	0	1	1
392	MS4A15	membrane-spanning 4-domains, subfamily A, member 15	0	0	0	0	0	1	1
393	MSH5	mutS homolog 5 (E. coli)	0	0	0	0	0	1	1
394	MSI2	musashi homolog 2 (Drosophila)	0	0	0	0	0	1	1
395	MTDH	metadherin	3	0	0	0	0	1	1
396	MTM1	myotubularin 1	0	0	0	0	0	1	1
397	MTMR11	myotubularin related protein 11	2	0	0	0	0	1	1
398	MTNR1B	melatonin receptor 1B	1	0	0	0	0	1	1
399	MTSS1L	metastasis suppressor 1-like	0	0	0	0	0	1	1
400	MTTP	microsomal triglyceride transfer protein	2	0	0	0	0	1	1
401	MTUS1	mitochondrial tumor suppressor 1	5	0	0	0	0	1	1
402	MUC15	mucin 15, cell surface associated	1	0	0	0	0	1	1
403	MYBBP1A	MYB binding protein (P160) 1a	0	0	0	0	0	1	1
404	MYH3	myosin, heavy chain 3, skeletal muscle, embryonic	5	0	0	0	0	1	1
405	MYOC	myocilin, trabecular meshwork inducible glucocorticoid response	1	0	0	0	0	1	1
406	MYOCD	myocardin	1	0	0	0	0	1	1
407	MYOG	myogenin (myogenic factor 4)	0	0	0	0	0	1	1
408	MYOM1	myomesin 1, 185kDa	5	0	0	0	0	1	1
409	MYOM2	myomesin (M-protein) 2, 165kDa	1	0	0	0	0	1	1
410	MYST3	MYST histone acetyltransferase (monocytic leukemia) 3	6	0	0	0	0	1	1
411	MYT1L	myelin transcription factor 1-like	4	0	0	0	0	1	1
412	NAA16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit	2	0	0	0	0	1	1
413	NAGA	N-acetylgalactosaminidase, alpha-	0	0	0	0	0	1	1
414	NARF	nuclear prelamin A recognition factor	1	0	0	0	0	1	1
415	NARG2	NMDA receptor regulated 2	1	0	0	0	0	1	1
416	NBR1	neighbor of BRCA1 gene 1	4	0	0	0	0	1	1
417	NCAPH	non-SMC condensin I complex, subunit H	1	0	0	0	0	1	1
418	NCOA1	nuclear receptor coactivator 1	2	0	0	0	0	1	1
419	NCOA4	nuclear receptor coactivator 4	4	0	0	0	0	1	1
420	NDUFA11	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa	0	0	0	0	0	1	1
421	NEUROG2	neurogenin 2	0	0	0	0	0	1	1
422	NFATC3	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	3	0	0	0	0	1	1
423	NINJ1	ninjurin 1	0	0	0	0	0	1	1
424	NINL	ninein-like	1	0	0	0	0	1	1
425	NLRC4	NLR family, CARD domain containing 4	1	0	0	0	0	1	1
426	NLRP6	NLR family, pyrin domain containing 6	2	0	0	0	0	1	1
427	NME2	non-metastatic cells 2, protein (NM23B) expressed in	0	0	0	0	0	1	1
428	NOC2L	nucleolar complex associated 2 homolog (S. cerevisiae)	1	0	0	0	0	1	1
429	NPL	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)	0	0	0	0	0	1	1
430	NPPA	natriuretic peptide precursor A	1	0	0	0	0	1	1
431	NPR3	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)	0	0	0	0	0	1	1
432	NR1H3	nuclear receptor subfamily 1, group H, member 3	1	0	0	0	0	1	1
433	NR2F1	nuclear receptor subfamily 2, group F, member 1	0	0	0	0	0	1	1
434	NR2F2	nuclear receptor subfamily 2, group F, member 2	1	0	0	0	0	1	1
435	NRP2	neuropilin 2	1	0	0	0	0	1	1
436	NSD1	nuclear receptor binding SET domain protein 1	5	0	0	0	0	1	1
437	NT5DC3	5'-nucleotidase domain containing 3	4	0	0	0	0	1	1
438	NUAK1	NUAK family, SNF1-like kinase, 1	1	0	0	0	0	1	1
439	NUDCD1	NudC domain containing 1	1	0	0	0	0	1	1
440	NUMB	numb homolog (Drosophila)	2	0	0	0	0	1	1
441	NUP205	nucleoporin 205kDa	5	0	0	0	0	1	1
442	NXF1	nuclear RNA export factor 1	2	0	0	0	0	1	1
443	OCEL1	occludin/ELL domain containing 1	1	0	0	0	0	1	1
444	OMG	oligodendrocyte myelin glycoprotein	0	0	0	0	0	1	1
445	OPRL1	opiate receptor-like 1	2	0	0	0	0	1	1
446	OR10G4	olfactory receptor, family 10, subfamily G, member 4	3	0	0	0	0	1	1
447	OR10P1	olfactory receptor, family 10, subfamily P, member 1	0	0	0	0	0	1	1
448	OR2AG2	olfactory receptor, family 2, subfamily AG, member 2	0	0	0	0	0	1	1
449	OR3A1	olfactory receptor, family 3, subfamily A, member 1	1	0	0	0	0	1	1
450	OR4A5	olfactory receptor, family 4, subfamily A, member 5	0	0	0	0	0	1	1
451	OR4L1	olfactory receptor, family 4, subfamily L, member 1	0	0	0	0	0	1	1
452	OR4N2	olfactory receptor, family 4, subfamily N, member 2	2	0	0	0	0	1	1
453	OR51B4	olfactory receptor, family 51, subfamily B, member 4	1	0	0	0	0	1	1
454	OR52D1	olfactory receptor, family 52, subfamily D, member 1	0	0	0	0	0	1	1
455	OR52J3	olfactory receptor, family 52, subfamily J, member 3	3	0	0	0	0	1	1
456	OR56A4	olfactory receptor, family 56, subfamily A, member 4	2	0	0	0	0	1	1
457	OR5A1	olfactory receptor, family 5, subfamily A, member 1	0	0	0	0	0	1	1
458	OR5AU1	olfactory receptor, family 5, subfamily AU, member 1	2	0	0	0	0	1	1
459	OR5D14	olfactory receptor, family 5, subfamily D, member 14	1	0	0	0	0	1	1
460	OR5H6	olfactory receptor, family 5, subfamily H, member 6	0	0	0	0	0	1	1
461	OR5K4	olfactory receptor, family 5, subfamily K, member 4	0	0	0	0	0	1	1
462	OR5M1	olfactory receptor, family 5, subfamily M, member 1	1	0	0	0	0	1	1
463	OR5M9	olfactory receptor, family 5, subfamily M, member 9	1	0	0	0	0	1	1
464	OR6K3	olfactory receptor, family 6, subfamily K, member 3	0	0	0	0	0	1	1
465	OR9Q2	olfactory receptor, family 9, subfamily Q, member 2	0	0	0	0	0	1	1
466	OSBPL2	oxysterol binding protein-like 2	0	0	0	0	0	1	1
467	OTOR	otoraplin	0	0	0	0	0	1	1
468	OVOL1	ovo-like 1(Drosophila)	0	0	0	0	0	1	1
469	OXA1L	oxidase (cytochrome c) assembly 1-like	1	0	0	0	0	1	1
470	PAK1	p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)	1	0	0	0	0	1	1
471	PAPLN	papilin, proteoglycan-like sulfated glycoprotein	1	0	0	0	0	1	1
472	PAX1	paired box 1	2	0	0	0	0	1	1
473	PAX7	paired box 7	0	0	0	0	0	1	1
474	PCDHB7	protocadherin beta 7	4	0	0	0	0	1	1
475	PCGF5	polycomb group ring finger 5	1	0	0	0	0	1	1
476	PDCD10	programmed cell death 10	0	0	0	0	0	1	1
477	PDE4A	phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)	3	0	0	0	0	1	1
478	PDE4B	phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)	1	0	0	0	0	1	1
479	PDE4C	phosphodiesterase 4C, cAMP-specific (phosphodiesterase E1 dunce homolog, Drosophila)	3	0	0	0	0	1	1
480	PDGFB	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	0	0	0	0	0	1	1
481	PDS5B	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)	6	0	0	0	0	1	1
482	PDZD7	PDZ domain containing 7	0	0	0	0	0	1	1
483	PENK	proenkephalin	2	0	0	0	0	1	1
484	PGBD5	piggyBac transposable element derived 5	0	0	0	0	0	1	1
485	PHC3	polyhomeotic homolog 3 (Drosophila)	0	0	0	0	0	1	1
486	PHEX	phosphate regulating endopeptidase homolog, X-linked (hypophosphatemia, vitamin D resistant rickets)	0	0	0	0	0	1	1
487	PHF21A	PHD finger protein 21A	0	0	0	0	0	1	1
488	PI4K2B	phosphatidylinositol 4-kinase type 2 beta	2	0	0	0	0	1	1
489	PI4KB	phosphatidylinositol 4-kinase, catalytic, beta	2	0	0	0	0	1	1
490	PICALM	phosphatidylinositol binding clathrin assembly protein	2	0	0	0	0	1	1
491	PISD	phosphatidylserine decarboxylase	1	0	0	0	0	1	1
492	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1	0	0	0	0	0	1	1
493	PITPNM2	phosphatidylinositol transfer protein, membrane-associated 2	3	0	0	0	0	1	1
494	PKHD1L1	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1	12	0	0	0	0	1	1
495	PKP3	plakophilin 3	0	0	0	0	0	1	1
496	PLCB4	phospholipase C, beta 4	3	0	0	0	0	1	1
497	PLCL2	phospholipase C-like 2	0	0	0	0	0	1	1
498	PLD3	phospholipase D family, member 3	1	0	0	0	0	1	1
499	PLEC	plectin	6	0	0	0	0	1	1
500	PLEKHA3	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3	0	0	0	0	0	1	1
501	PLEKHH2	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2	2	0	0	0	0	1	1
502	PLEKHO2	pleckstrin homology domain containing, family O member 2	1	0	0	0	0	1	1
503	PLOD3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	2	0	0	0	0	1	1
504	PLXNC1	plexin C1	4	0	0	0	0	1	1
505	PNMA5	paraneoplastic antigen like 5	1	0	0	0	0	1	1
506	PNOC	prepronociceptin	0	0	0	0	0	1	1
507	PODXL2	podocalyxin-like 2	0	0	0	0	0	1	1
508	POFUT1	protein O-fucosyltransferase 1	0	0	0	0	0	1	1
509	POLR3E	polymerase (RNA) III (DNA directed) polypeptide E (80kD)	1	0	0	0	0	1	1
510	POPDC2	popeye domain containing 2	1	0	0	0	0	1	1
511	POT1	POT1 protection of telomeres 1 homolog (S. pombe)	2	0	0	0	0	1	1
512	POTEF	POTE ankyrin domain family, member F	1	0	0	0	0	1	1
513	POU2AF1	POU class 2 associating factor 1	1	0	0	0	0	1	1
514	POU2F2	POU class 2 homeobox 2	0	0	0	0	0	1	1
515	POU5F1	POU class 5 homeobox 1	0	0	0	0	0	1	1
516	PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	2	0	0	0	0	1	1
517	PPFIA4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	2	0	0	0	0	1	1
518	PPM1J	protein phosphatase 1J (PP2C domain containing)	1	0	0	0	0	1	1
519	PPP1R2	protein phosphatase 1, regulatory (inhibitor) subunit 2	1	0	0	0	0	1	1
520	PPP2R2C	protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform	0	0	0	0	0	1	1
521	PPP2R5C	protein phosphatase 2, regulatory subunit B', gamma isoform	0	0	0	0	0	1	1
522	PPP4R2	protein phosphatase 4, regulatory subunit 2	0	0	0	0	0	1	1
523	PRAME	preferentially expressed antigen in melanoma	1	0	0	0	0	1	1
524	PRPF18	PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae)	0	0	0	0	0	1	1
525	PRPH2	peripherin 2 (retinal degeneration, slow)	1	0	0	0	0	1	1
526	PTBP1	polypyrimidine tract binding protein 1	0	0	0	0	0	1	1
527	PTGDR	prostaglandin D2 receptor (DP)	0	0	0	0	0	1	1
528	PTK2B	PTK2B protein tyrosine kinase 2 beta	2	0	0	0	0	1	1
529	PTPMT1	protein tyrosine phosphatase, mitochondrial 1	0	0	0	0	0	1	1
530	PTPN23	protein tyrosine phosphatase, non-receptor type 23	0	0	0	0	0	1	1
531	PTPRR	protein tyrosine phosphatase, receptor type, R	2	0	0	0	0	1	1
532	PYGB	phosphorylase, glycogen; brain	1	0	0	0	0	1	1
533	QSER1	glutamine and serine rich 1	2	0	0	0	0	1	1
534	QSOX1	quiescin Q6 sulfhydryl oxidase 1	2	0	0	0	0	1	1
535	RAB28	RAB28, member RAS oncogene family	0	0	0	0	0	1	1
536	RAB3GAP1	RAB3 GTPase activating protein subunit 1 (catalytic)	2	0	0	0	0	1	1
537	RAB3GAP2	RAB3 GTPase activating protein subunit 2 (non-catalytic)	1	0	0	0	0	1	1
538	RAB41	RAB41, member RAS oncogene family	0	0	0	0	0	1	1
539	RABGAP1L	RAB GTPase activating protein 1-like	3	0	0	0	0	1	1
540	RACGAP1	Rac GTPase activating protein 1	2	0	0	0	0	1	1
541	RANBP17	RAN binding protein 17	1	0	0	0	0	1	1
542	RASL11B	RAS-like, family 11, member B	0	0	0	0	0	1	1
543	RAX	retina and anterior neural fold homeobox	0	0	0	0	0	1	1
544	RBAK	RB-associated KRAB zinc finger	2	0	0	0	0	1	1
545	RBM14	RNA binding motif protein 14	2	0	0	0	0	1	1
546	RECQL	RecQ protein-like (DNA helicase Q1-like)	0	0	0	0	0	1	1
547	RECQL4	RecQ protein-like 4	1	0	0	0	0	1	1
548	RFTN1	raftlin, lipid raft linker 1	3	0	0	0	0	1	1
549	RFX3	regulatory factor X, 3 (influences HLA class II expression)	0	0	0	0	0	1	1
550	RHCG	Rh family, C glycoprotein	0	0	0	0	0	1	1
551	RHEBL1	Ras homolog enriched in brain like 1	0	0	0	0	0	1	1
552	RHOBTB2	Rho-related BTB domain containing 2	0	0	0	0	0	1	1
553	RIMS4	regulating synaptic membrane exocytosis 4	1	0	0	0	0	1	1
554	RING1	ring finger protein 1	1	0	0	0	0	1	1
555	RLBP1	retinaldehyde binding protein 1	1	0	0	0	0	1	1
556	RNF146	ring finger protein 146	0	0	0	0	0	1	1
557	RNF25	ring finger protein 25	2	0	0	0	0	1	1
558	RNF41	ring finger protein 41	0	0	0	0	0	1	1
559	ROBO4	roundabout homolog 4, magic roundabout (Drosophila)	0	0	0	0	0	1	1
560	ROGDI	rogdi homolog (Drosophila)	0	0	0	0	0	1	1
561	ROM1	retinal outer segment membrane protein 1	0	0	0	0	0	1	1
562	RORB	RAR-related orphan receptor B	0	0	0	0	0	1	1
563	RORC	RAR-related orphan receptor C	0	0	0	0	0	1	1
564	RPH3A	rabphilin 3A homolog (mouse)	1	0	0	0	0	1	1
565	RPS14	ribosomal protein S14	0	0	0	0	0	1	1
566	RRAS2	related RAS viral (r-ras) oncogene homolog 2	0	0	0	0	0	1	1
567	RRM1	ribonucleotide reductase M1	1	0	0	0	0	1	1
568	RRP7A	ribosomal RNA processing 7 homolog A (S. cerevisiae)	0	0	0	0	0	1	1
569	RSPH3	radial spoke head 3 homolog (Chlamydomonas)	0	0	0	0	0	1	1
570	RTTN	rotatin	4	0	0	0	0	1	1
571	RUVBL1	RuvB-like 1 (E. coli)	1	0	0	0	0	1	1
572	RWDD1	RWD domain containing 1	0	0	0	0	0	1	1
573	S1PR3	sphingosine-1-phosphate receptor 3	2	0	0	0	0	1	1
574	S1PR5	sphingosine-1-phosphate receptor 5	0	0	0	0	0	1	1
575	SAPS2	SAPS domain family, member 2	1	0	0	0	0	1	1
576	SASH1	SAM and SH3 domain containing 1	1	0	0	0	0	1	1
577	SCHIP1	schwannomin interacting protein 1	0	0	0	0	0	1	1
578	SCN10A	sodium channel, voltage-gated, type X, alpha subunit	1	0	0	0	0	1	1
579	SCN11A	sodium channel, voltage-gated, type XI, alpha subunit	0	0	0	0	0	1	1
580	SDR16C5	short chain dehydrogenase/reductase family 16C, member 5	4	0	0	0	0	1	1
581	SEC16B	SEC16 homolog B (S. cerevisiae)	1	0	0	0	0	1	1
582	SEMA6B	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B	0	0	0	0	0	1	1
583	SENP3	SUMO1/sentrin/SMT3 specific peptidase 3	0	0	0	0	0	1	1
584	SENP5	SUMO1/sentrin specific peptidase 5	3	0	0	0	0	1	1
585	SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	2	0	0	0	0	1	1
586	SERPINB10	serpin peptidase inhibitor, clade B (ovalbumin), member 10	0	0	0	0	0	1	1
587	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	0	0	0	0	0	1	1
588	SERPINI2	serpin peptidase inhibitor, clade I (pancpin), member 2	1	0	0	0	0	1	1
589	SFI1	Sfi1 homolog, spindle assembly associated (yeast)	0	0	0	0	0	1	1
590	SGCZ	sarcoglycan zeta	3	0	0	0	0	1	1
591	SGSH	N-sulfoglucosamine sulfohydrolase (sulfamidase)	0	0	0	0	0	1	1
592	SH3BP1	SH3-domain binding protein 1	0	0	0	0	0	1	1
593	SH3BP2	SH3-domain binding protein 2	1	0	0	0	0	1	1
594	SHANK2	SH3 and multiple ankyrin repeat domains 2	1	0	0	0	0	1	1
595	SIGLEC11	sialic acid binding Ig-like lectin 11	1	0	0	0	0	1	1
596	SIN3A	SIN3 homolog A, transcription regulator (yeast)	1	0	0	0	0	1	1
597	SIRT3	sirtuin (silent mating type information regulation 2 homolog) 3 (S. cerevisiae)	0	0	0	0	0	1	1
598	SIRT5	sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)	0	0	0	0	0	1	1
599	SLC16A3	solute carrier family 16, member 3 (monocarboxylic acid transporter 4)	0	0	0	0	0	1	1
600	SLC25A21	solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21	0	0	0	0	0	1	1
601	SLC30A5	solute carrier family 30 (zinc transporter), member 5	3	0	0	0	0	1	1
602	SLC30A8	solute carrier family 30 (zinc transporter), member 8	2	0	0	0	0	1	1
603	SLC38A4	solute carrier family 38, member 4	2	0	0	0	0	1	1
604	SLC38A6	solute carrier family 38, member 6	1	0	0	0	0	1	1
605	SLC39A2	solute carrier family 39 (zinc transporter), member 2	0	0	0	0	0	1	1
606	SLC43A3	solute carrier family 43, member 3	0	0	0	0	0	1	1
607	SLC5A5	solute carrier family 5 (sodium iodide symporter), member 5	0	0	0	0	0	1	1
608	SLCO1B1	solute carrier organic anion transporter family, member 1B1	4	0	0	0	0	1	1
609	SLCO2A1	solute carrier organic anion transporter family, member 2A1	0	0	0	0	0	1	1
610	SLCO4C1	solute carrier organic anion transporter family, member 4C1	4	0	0	0	0	1	1
611	SMYD4	SET and MYND domain containing 4	0	0	0	0	0	1	1
612	SNIP1	Smad nuclear interacting protein 1	0	0	0	0	0	1	1
613	SNX27	sorting nexin family member 27	2	0	0	0	0	1	1
614	SNX4	sorting nexin 4	0	0	0	0	0	1	1
615	SOAT1	sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1	0	0	0	0	0	1	1
616	SORCS3	sortilin-related VPS10 domain containing receptor 3	2	0	0	0	0	1	1
617	SOSTDC1	sclerostin domain containing 1	0	0	0	0	0	1	1
618	SPACA4	sperm acrosome associated 4	0	0	0	0	0	1	1
619	SPAG7	sperm associated antigen 7	1	0	0	0	0	1	1
620	SPAG9	sperm associated antigen 9	3	0	0	0	0	1	1
621	SPHK1	sphingosine kinase 1	0	0	0	0	0	1	1
622	SPON2	spondin 2, extracellular matrix protein	1	0	0	0	0	1	1
623	SPTBN1	spectrin, beta, non-erythrocytic 1	3	0	0	0	0	1	1
624	SRF	serum response factor (c-fos serum response element-binding transcription factor)	0	0	0	0	0	1	1
625	SSFA2	sperm specific antigen 2	5	0	0	0	0	1	1
626	SSTR1	somatostatin receptor 1	1	0	0	0	0	1	1
627	STAB2	stabilin 2	7	0	0	0	0	1	1
628	STMN2	stathmin-like 2	1	0	0	0	0	1	1
629	STX11	syntaxin 11	0	0	0	0	0	1	1
630	SUV420H1	suppressor of variegation 4-20 homolog 1 (Drosophila)	2	0	0	0	0	1	1
631	SV2C	synaptic vesicle glycoprotein 2C	3	0	0	0	0	1	1
632	SYNJ2	synaptojanin 2	3	0	0	0	0	1	1
633	SYT1	synaptotagmin I	1	0	0	0	0	1	1
634	TACR3	tachykinin receptor 3	3	0	0	0	0	1	1
635	TAF15	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa	1	0	0	0	0	1	1
636	TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	0	0	0	0	0	1	1
637	TAF7L	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa	3	0	0	0	0	1	1
638	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	2	0	0	0	0	1	1
639	TAOK2	TAO kinase 2	0	0	0	0	0	1	1
640	TAS1R2	taste receptor, type 1, member 2	2	0	0	0	0	1	1
641	TBC1D20	TBC1 domain family, member 20	0	0	0	0	0	1	1
642	TCHH	trichohyalin	6	0	0	0	0	1	1
643	TCN2	transcobalamin II; macrocytic anemia	1	0	0	0	0	1	1
644	TERF2	telomeric repeat binding factor 2	0	0	0	0	0	1	1
645	TH1L	TH1-like (Drosophila)	2	0	0	0	0	1	1
646	THADA	thyroid adenoma associated	5	0	0	0	0	1	1
647	THOP1	thimet oligopeptidase 1	0	0	0	0	0	1	1
648	THRAP3	thyroid hormone receptor associated protein 3	2	0	0	0	0	1	1
649	TIGIT	T cell immunoreceptor with Ig and ITIM domains	0	0	0	0	0	1	1
650	TINAG	tubulointerstitial nephritis antigen	1	0	0	0	0	1	1
651	TLK2	tousled-like kinase 2	4	0	0	0	0	1	1
652	TMEM101	transmembrane protein 101	0	0	0	0	0	1	1
653	TMPRSS2	transmembrane protease, serine 2	0	0	0	0	0	1	1
654	TNFAIP2	tumor necrosis factor, alpha-induced protein 2	0	0	0	0	0	1	1
655	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	0	0	0	0	0	1	1
656	TNFSF4	tumor necrosis factor (ligand) superfamily, member 4 (tax-transcriptionally activated glycoprotein 1, 34kDa)	0	0	0	0	0	1	1
657	TNFSF8	tumor necrosis factor (ligand) superfamily, member 8	0	0	0	0	0	1	1
658	TNFSF9	tumor necrosis factor (ligand) superfamily, member 9	0	0	0	0	0	1	1
659	TNIK	TRAF2 and NCK interacting kinase	3	0	0	0	0	1	1
660	TNIP1	TNFAIP3 interacting protein 1	0	0	0	0	0	1	1
661	TOE1	target of EGR1, member 1 (nuclear)	1	0	0	0	0	1	1
662	TOP3A	topoisomerase (DNA) III alpha	1	0	0	0	0	1	1
663	TOPORS	topoisomerase I binding, arginine/serine-rich	3	0	0	0	0	1	1
664	TP53BP2	tumor protein p53 binding protein, 2	1	0	0	0	0	1	1
665	TPH2	tryptophan hydroxylase 2	0	0	0	0	0	1	1
666	TPPP3	tubulin polymerization-promoting protein family member 3	0	0	0	0	0	1	1
667	TPST2	tyrosylprotein sulfotransferase 2	0	0	0	0	0	1	1
668	TRAF1	TNF receptor-associated factor 1	0	0	0	0	0	1	1
669	TRAF3IP2	TRAF3 interacting protein 2	2	0	0	0	0	1	1
670	TRAM1L1	translocation associated membrane protein 1-like 1	2	0	0	0	0	1	1
671	TRIM21	tripartite motif-containing 21	1	0	0	0	0	1	1
672	TRIM23	tripartite motif-containing 23	2	0	0	0	0	1	1
673	TRIM31	tripartite motif-containing 31	0	0	0	0	0	1	1
674	TRIM46	tripartite motif-containing 46	0	0	0	0	0	1	1
675	TRIM55	tripartite motif-containing 55	1	0	0	0	0	1	1
676	TRIP12	thyroid hormone receptor interactor 12	6	0	0	0	0	1	1
677	TRPC4AP	transient receptor potential cation channel, subfamily C, member 4 associated protein	2	0	0	0	0	1	1
678	TRPC6	transient receptor potential cation channel, subfamily C, member 6	0	0	0	0	0	1	1
679	TRPM2	transient receptor potential cation channel, subfamily M, member 2	2	0	0	0	0	1	1
680	TRPM4	transient receptor potential cation channel, subfamily M, member 4	0	0	0	0	0	1	1
681	TSPAN14	tetraspanin 14	0	0	0	0	0	1	1
682	TSSK1B	testis-specific serine kinase 1B	0	0	0	0	0	1	1
683	TTC12	tetratricopeptide repeat domain 12	3	0	0	0	0	1	1
684	TUBB2A	tubulin, beta 2A	0	0	0	0	0	1	1
685	TULP1	tubby like protein 1	2	0	0	0	0	1	1
686	TYR	tyrosinase (oculocutaneous albinism IA)	1	0	0	0	0	1	1
687	UAP1	UDP-N-acteylglucosamine pyrophosphorylase 1	1	0	0	0	0	1	1
