rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_ks	p_cons	p_joint	p	q
171	ADAMTSL5	ADAMTS-like 5	262408	3	3	3	0	0	0	1	1	1	0	0.00928	0.504	0.0389	0.736	0.103	0.00761	0.806
172	HSD17B7	hydroxysteroid (17-beta) dehydrogenase 7	310884	2	2	1	0	0	0	2	0	0	0	0.117	0.413	0.00195	0.679	0.00834	0.00774	0.815
173	LRRCC1	leucine rich repeat and coiled-coil domain containing 1	922108	7	7	7	1	0	1	1	4	1	0	0.000982	0.551	0.789	0.491	1.000	0.00778	0.815
174	COPS2	COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)	402470	3	3	3	0	0	1	0	1	1	0	0.00941	0.405	0.634	0.00867	0.108	0.00803	0.836
175	C13orf15	chromosome 13 open reading frame 15	81319	2	2	2	0	0	1	0	0	1	0	0.00183	0.404	0.623	0.425	0.560	0.00807	0.836
176	PRH2	proline-rich protein HaeIII subfamily 2	150023	2	2	1	0	0	0	0	2	0	0	0.0239	0.642	0.00259	0.995	0.0437	0.00822	0.846
177	MSR1	macrophage scavenger receptor 1	421920	5	5	5	1	0	0	0	3	2	0	0.00123	0.701	0.827	0.381	0.858	0.00829	0.846
178	ARMC4	armadillo repeat containing 4	909993	5	5	5	1	1	0	0	4	0	0	0.0324	0.644	0.0135	0.574	0.0329	0.00837	0.846
179	TCEB1	transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)	101920	2	2	2	0	0	0	0	0	2	0	0.00150	0.849	0.481	0.633	0.715	0.00842	0.846
180	CPNE7	copine VII	386606	3	3	3	0	0	0	1	1	1	0	0.0220	0.523	0.0139	0.548	0.0489	0.00843	0.846
181	ZNF611	zinc finger protein 611	624090	4	4	4	0	1	0	1	2	0	0	0.0120	0.449	0.400	0.0334	0.0897	0.00846	0.846
182	C13orf18	chromosome 13 open reading frame 18	509871	4	4	4	0	0	1	1	2	0	0	0.00612	0.302	0.117	0.447	0.178	0.00850	0.846
183	MEGF10	multiple EGF-like-domains 10	1030929	3	3	3	0	1	1	0	0	1	0	0.171	0.449	0.00624	0.238	0.00646	0.00863	0.854
184	LRRIQ3	leucine-rich repeats and IQ motif containing 3	556655	4	4	4	1	1	0	2	1	0	0	0.00572	0.674	0.0868	0.998	0.195	0.00867	0.854
185	SFRS17A	splicing factor, arginine/serine-rich 17A	421729	3	3	3	0	0	1	2	0	0	0	0.0211	0.330	0.0343	0.170	0.0531	0.00872	0.854
186	PLD5	phospholipase D family, member 5	401703	5	5	5	1	1	0	1	3	0	0	0.00115	0.544	0.852	0.496	0.988	0.00887	0.857
187	GAS2	growth arrest-specific 2	284207	3	3	3	0	1	1	0	0	1	0	0.00282	0.407	0.737	0.124	0.409	0.00894	0.857
188	TCF20	transcription factor 20 (AR1)	1734250	6	6	6	0	0	1	1	4	0	0	0.134	0.194	0.276	0.00318	0.00870	0.00901	0.857
189	SNX33	sorting nexin 33	507753	2	2	2	0	1	0	0	1	0	0	0.138	0.646	0.173	0.00793	0.00844	0.00905	0.857
190	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	1349495	7	7	7	1	1	0	1	4	1	0	0.0211	0.399	0.0767	0.165	0.0555	0.00907	0.857
191	ENTHD1	ENTH domain containing 1	541409	5	5	5	1	0	0	2	3	0	0	0.00444	0.558	0.902	0.0547	0.265	0.00910	0.857
192	PCDH10	protocadherin 10	938159	6	6	6	0	0	0	2	2	2	0	0.0112	0.180	0.0552	0.927	0.105	0.00911	0.857
193	DMKN	dermokine	415293	4	4	4	0	0	0	2	2	0	0	0.00663	0.322	0.265	0.184	0.178	0.00913	0.857
194	OR4N4	olfactory receptor, family 4, subfamily N, member 4	276412	3	3	2	0	1	0	0	0	2	0	0.00243	0.644	0.498	1.000	0.498	0.00936	0.874
195	FAM153C	family with sequence similarity 153, member C	63838	1	1	1	0	1	0	0	0	0	0	0.00949	0.750	NaN	NaN	NaN	0.00949	0.878
196	GJD2	gap junction protein, delta 2, 36kDa	285382	2	2	2	0	0	0	1	1	0	0	0.0948	0.520	0.0500	0.0244	0.0130	0.00950	0.878
197	NDUFS3	NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)	225809	2	2	2	0	0	1	0	0	1	0	0.0165	0.554	0.0119	0.116	0.0760	0.00964	0.887
198	C2orf62	chromosome 2 open reading frame 62	342797	2	2	2	0	0	0	0	2	0	0	0.161	0.697	0.495	0.00509	0.00801	0.00987	0.895
199	C3orf70	chromosome 3 open reading frame 70	219344	2	2	2	0	0	0	1	1	0	0	0.0258	0.570	0.00955	0.941	0.0504	0.00994	0.895
200	PRR16	proline rich 16	222674	2	2	2	0	0	0	1	1	0	0	0.0425	0.547	0.594	0.0218	0.0308	0.0100	0.895
201	DENND2D	DENN/MADD domain containing 2D	428213	5	5	5	1	0	1	0	4	0	0	0.00131	0.632	0.982	0.998	1.000	0.0100	0.895
202	FAM19A2	family with sequence similarity 19 (chemokine (C-C motif)-like), member A2	120716	2	2	2	0	0	0	0	1	1	0	0.00583	0.701	0.298	0.112	0.226	0.0100	0.895
203	OPRM1	opioid receptor, mu 1	447743	3	3	3	1	1	1	0	1	0	0	0.0293	0.744	0.0439	0.0729	0.0450	0.0101	0.895
204	SDR16C5	short chain dehydrogenase/reductase family 16C, member 5	279522	4	4	4	0	0	0	2	1	1	0	0.00132	0.262	0.868	0.735	1.000	0.0101	0.895
205	REM1	RAS (RAD and GEM)-like GTP-binding 1	214703	3	3	3	0	0	0	0	3	0	0	0.00829	0.522	0.0210	0.905	0.163	0.0103	0.903
206	GPR78	G protein-coupled receptor 78	258956	3	3	3	1	2	0	0	1	0	0	0.0134	0.596	0.202	0.0842	0.101	0.0103	0.903
207	DEC1	deleted in esophageal cancer 1	67097	1	1	1	0	0	1	0	0	0	0	0.0103	0.605	NaN	NaN	NaN	0.0103	0.903
208	ERBB4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	1183417	6	6	6	0	0	1	0	5	0	0	0.0344	0.262	0.206	0.0177	0.0397	0.0104	0.903
209	C6orf62	chromosome 6 open reading frame 62	208030	3	3	2	0	0	0	1	2	0	0	0.00544	0.491	0.402	0.0611	0.255	0.0105	0.911
210	DEFB123	defensin, beta 123	62116	1	1	1	0	0	0	0	0	1	0	0.0106	0.861	NaN	NaN	NaN	0.0106	0.917
211	TNK1	tyrosine kinase, non-receptor, 1	402525	3	3	2	0	1	0	0	2	0	0	0.0299	0.440	0.0164	0.876	0.0472	0.0107	0.917
212	PCDH7	protocadherin 7	979373	6	6	6	0	1	0	0	4	1	0	0.0154	0.228	0.204	0.0342	0.0925	0.0108	0.917
213	EME1	essential meiotic endonuclease 1 homolog 1 (S. pombe)	522153	3	3	3	0	0	1	0	1	1	0	0.0266	0.577	0.340	0.0377	0.0537	0.0108	0.917
214	ADORA2A	adenosine A2a receptor	359415	3	3	3	0	0	1	1	0	1	0	0.00974	0.508	0.376	0.118	0.150	0.0110	0.931
215	CLEC2L	C-type lectin domain family 2, member L	104285	2	2	2	0	0	0	0	2	0	0	0.0174	0.717	0.432	0.0913	0.0844	0.0111	0.931
216	CYP4A11	cytochrome P450, family 4, subfamily A, polypeptide 11	471047	4	4	4	1	0	2	1	0	1	0	0.00230	0.608	0.525	0.641	0.644	0.0111	0.935
217	GNG3	guanine nucleotide binding protein (G protein), gamma 3	69148	1	1	1	0	0	0	0	0	1	0	0.0114	0.839	NaN	NaN	NaN	0.0114	0.947
218	COASY	Coenzyme A synthase	533845	2	2	2	1	1	0	0	1	0	0	0.268	0.788	0.767	0.00619	0.00567	0.0114	0.947
219	ZFP36L2	zinc finger protein 36, C3H type-like 2	220818	2	2	2	0	0	2	0	0	0	0	0.0183	0.900	0.361	0.0788	0.0852	0.0117	0.957
220	FAM135A	family with sequence similarity 135, member A	1233702	7	7	7	0	0	1	2	3	1	0	0.00926	0.137	0.155	0.322	0.169	0.0117	0.957
221	DEGS1	degenerative spermatocyte homolog 1, lipid desaturase (Drosophila)	263114	3	3	3	0	1	0	1	0	1	0	0.00277	0.304	0.377	0.515	0.565	0.0117	0.957
222	MCM7	minichromosome maintenance complex component 7	650374	6	6	6	0	1	1	1	2	1	0	0.00193	0.194	0.554	0.855	0.838	0.0120	0.975
223	PDZD3	PDZ domain containing 3	364364	4	4	4	1	0	0	2	2	0	0	0.00434	0.579	0.511	0.238	0.374	0.0120	0.975
224	TGM5	transglutaminase 5	648995	5	5	5	1	0	0	2	3	0	0	0.00926	0.520	0.880	0.0624	0.175	0.0121	0.975
225	POLB	polymerase (DNA directed), beta	311750	2	2	2	0	0	1	0	1	0	0	0.0760	0.549	0.280	0.0204	0.0215	0.0121	0.975
226	FAM75A6	family with sequence similarity 75, member A6	836959	3	3	3	1	0	0	2	1	0	0	0.153	0.656	0.0224	0.0360	0.0110	0.0124	0.993
227	DDX3X	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked	597424	3	3	3	0	0	0	1	1	1	0	0.0958	0.577	0.102	0.0170	0.0178	0.0125	1.000
228	CLTC	clathrin, heavy chain (Hc)	1510708	8	8	8	0	1	1	2	3	1	0	0.00465	0.136	0.622	0.110	0.369	0.0126	1.000
229	MAGEC1	melanoma antigen family C, 1	998332	6	6	6	1	0	0	1	5	0	0	0.0137	0.516	0.516	0.0337	0.128	0.0129	1.000
230	UGT1A7	UDP glucuronosyltransferase 1 family, polypeptide A7	472609	4	3	4	1	1	0	2	1	0	0	0.0590	0.524	0.0138	0.916	0.0297	0.0129	1.000
231	OR8J3	olfactory receptor, family 8, subfamily J, member 3	278350	3	3	2	0	1	0	0	2	0	0	0.00723	0.517	0.0522	0.860	0.243	0.0129	1.000
232	DPAGT1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	370059	2	2	2	0	1	0	1	0	0	0	0.0723	0.460	0.134	0.00923	0.0248	0.0131	1.000
233	ACVR1B	activin A receptor, type IB	429263	3	3	3	0	0	0	1	2	0	0	0.0562	0.452	0.0139	0.407	0.0320	0.0131	1.000
234	COL11A1	collagen, type XI, alpha 1	1711802	8	8	8	1	0	1	2	0	5	0	0.00668	0.215	0.464	0.0926	0.271	0.0132	1.000
235	TRPM6	transient receptor potential cation channel, subfamily M, member 6	1823779	5	5	5	0	0	0	0	4	1	0	0.243	0.368	0.00375	0.278	0.00750	0.0133	1.000
236	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif, 20	1556815	6	6	6	1	1	0	1	2	2	0	0.0397	0.543	0.0289	0.293	0.0459	0.0133	1.000
237	MMP20	matrix metallopeptidase 20 (enamelysin)	437156	4	4	4	0	1	0	1	1	1	0	0.00332	0.233	0.311	0.458	0.551	0.0134	1.000
238	MUC17	mucin 17, cell surface associated	3965462	17	17	17	3	3	0	7	7	0	0	0.00880	0.115	0.0867	0.822	0.208	0.0134	1.000
239	C6orf162	chromosome 6 open reading frame 162	88486	1	1	1	0	0	1	0	0	0	0	0.0136	0.561	NaN	NaN	NaN	0.0136	1.000
240	RAD17	RAD17 homolog (S. pombe)	621728	2	2	2	0	0	0	0	2	0	0	0.336	0.724	0.332	0.00322	0.00556	0.0136	1.000
241	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial (putative)	424258	4	4	4	0	1	0	0	3	0	0	0.00762	0.455	0.181	0.294	0.251	0.0139	1.000
242	KIAA0586	KIAA0586	1059990	6	6	6	0	0	0	3	2	1	0	0.0108	0.202	0.0723	0.843	0.178	0.0140	1.000
243	GATA2	GATA binding protein 2	346039	4	4	4	0	0	0	0	2	2	0	0.00289	0.649	0.892	0.427	0.669	0.0140	1.000
244	OR2L8	olfactory receptor, family 2, subfamily L, member 8	276299	4	4	4	1	0	0	1	2	1	0	0.00194	0.737	0.572	0.750	1.000	0.0141	1.000
245	KIF14	kinesin family member 14	1482705	8	8	8	0	0	1	3	4	0	0	0.00867	0.0972	0.174	0.181	0.225	0.0141	1.000
246	H6PD	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	695335	2	2	2	0	0	0	1	1	0	0	0.354	0.502	0.319	0.00389	0.00556	0.0142	1.000
247	CD28	CD28 molecule	198947	2	2	2	0	1	1	0	0	0	0	0.0126	0.507	0.0693	0.887	0.157	0.0143	1.000
248	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	922364	5	5	5	1	1	0	2	2	0	0	0.0269	0.477	0.0685	0.161	0.0742	0.0144	1.000
249	SLC6A5	solute carrier family 6 (neurotransmitter transporter, glycine), member 5	667175	3	3	3	0	0	1	1	1	0	0	0.0612	0.391	0.570	0.0101	0.0326	0.0144	1.000
250	MSL3	male-specific lethal 3 homolog (Drosophila)	463928	3	3	3	1	0	0	1	1	1	0	0.0259	0.822	0.208	0.0933	0.0789	0.0147	1.000
251	ZNF679	zinc finger protein 679	360136	3	3	3	0	0	1	0	2	0	0	0.00653	0.462	0.221	0.819	0.313	0.0147	1.000
252	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	290068	2	2	1	0	2	0	0	0	0	0	0.0410	0.444	0.0215	0.262	0.0502	0.0148	1.000
253	ANKRD30B	ankyrin repeat domain 30B	744086	5	5	5	1	2	0	3	0	0	0	0.00427	0.283	0.241	0.649	0.486	0.0149	1.000
254	MOSPD3	motile sperm domain containing 3	213304	3	3	3	0	0	0	2	1	0	0	0.00839	0.308	0.140	0.571	0.248	0.0149	1.000
255	SLC9A4	solute carrier family 9 (sodium/hydrogen exchanger), member 4	716202	2	2	2	1	0	0	0	1	1	0	0.232	0.870	0.103	0.0291	0.00899	0.0150	1.000
256	PLAC4	placenta-specific 4	56907	1	1	1	1	0	0	0	0	1	0	0.0152	1.000	NaN	NaN	NaN	0.0152	1.000
257	TINAGL1	tubulointerstitial nephritis antigen-like 1	371764	2	2	2	1	0	0	1	1	0	0	0.109	0.796	0.630	0.0119	0.0195	0.0152	1.000
258	COL5A3	collagen, type V, alpha 3	1482259	8	8	8	1	3	0	0	2	3	0	0.00213	0.206	0.967	0.637	1.000	0.0152	1.000
259	ZNF350	zinc finger protein 350	473195	2	2	2	1	0	0	1	1	0	0	0.174	0.899	0.0111	0.0398	0.0123	0.0153	1.000
260	OR2M2	olfactory receptor, family 2, subfamily M, member 2	306478	3	3	3	1	1	0	0	2	0	0	0.00676	0.777	0.935	0.0833	0.321	0.0155	1.000
261	NKAIN3	Na+/K+ transporting ATPase interacting 3	156528	3	3	3	0	0	0	0	3	0	0	0.00219	0.584	0.633	0.722	1.000	0.0156	1.000
262	POMZP3	POM (POM121 homolog, rat) and ZP3 fusion	171455	3	3	3	0	0	0	0	3	0	0	0.00329	0.578	0.527	0.897	0.665	0.0156	1.000
263	PRPS2	phosphoribosyl pyrophosphate synthetase 2	280906	2	2	2	0	0	0	2	0	0	0	0.0913	0.453	0.413	0.00570	0.0241	0.0157	1.000
264	ALPI	alkaline phosphatase, intestinal	419485	2	2	2	0	0	0	0	2	0	0	0.213	0.666	0.494	0.00856	0.0104	0.0157	1.000
265	FAM70B	family with sequence similarity 70, member B	276512	3	3	3	0	2	0	0	0	1	0	0.00441	0.225	0.556	0.208	0.505	0.0158	1.000
266	DPP10	dipeptidyl-peptidase 10	730987	5	5	5	1	1	0	1	2	1	0	0.00825	0.640	0.109	0.493	0.271	0.0159	1.000
267	PQLC3	PQ loop repeat containing 3	148865	2	2	2	0	0	0	1	1	0	0	0.0312	0.539	0.170	0.0893	0.0723	0.0160	1.000
268	C11orf94	chromosome 11 open reading frame 94	59818	1	1	1	0	1	0	0	0	0	0	0.0162	0.708	NaN	NaN	NaN	0.0162	1.000
269	DCX	doublecortex; lissencephaly, X-linked (doublecortin)	400578	2	2	1	0	2	0	0	0	0	0	0.0543	0.607	0.0204	0.191	0.0422	0.0162	1.000
270	LOC642587		82767	1	1	1	0	1	0	0	0	0	0	0.0162	0.527	NaN	NaN	NaN	0.0162	1.000
271	RPL28	ribosomal protein L28	168629	2	2	2	0	0	0	0	2	0	0	0.0334	0.672	0.0295	0.0902	0.0688	0.0162	1.000
272	DDA1	DET1 and DDB1 associated 1	63303	1	1	1	0	0	0	0	0	1	0	0.0163	0.849	NaN	NaN	NaN	0.0163	1.000
273	FBLN2	fibulin 2	538377	4	4	4	0	0	1	0	3	0	0	0.0126	0.475	0.654	0.0566	0.183	0.0163	1.000
274	OR4C16	olfactory receptor, family 4, subfamily C, member 16	273955	3	3	3	0	1	0	0	2	0	0	0.00478	0.470	0.971	0.224	0.494	0.0166	1.000
275	PCF11	PCF11, cleavage and polyadenylation factor subunit, homolog (S. cerevisiae)	1334651	4	4	4	1	0	1	3	0	0	0	0.119	0.382	0.00500	0.956	0.0201	0.0168	1.000
276	SLITRK6	SLIT and NTRK-like family, member 6	741290	6	6	6	1	0	0	2	3	1	0	0.00239	0.423	0.720	0.877	1.000	0.0168	1.000
277	PSMA6	proteasome (prosome, macropain) subunit, alpha type, 6	225317	2	2	2	0	0	0	1	0	1	0	0.0189	0.594	0.0178	0.675	0.127	0.0169	1.000
278	ATP8A2	ATPase, aminophospholipid transporter-like, class I, type 8A, member 2	1034173	5	5	5	0	1	1	0	1	2	0	0.0201	0.260	0.575	0.0247	0.120	0.0169	1.000
279	VSIG2	V-set and immunoglobulin domain containing 2	294941	3	3	3	0	0	2	1	0	0	0	0.00863	0.330	0.241	0.229	0.281	0.0170	1.000
280	CCNL1	cyclin L1	415586	2	2	2	0	0	0	1	0	1	0	0.1000	0.661	0.503	0.0215	0.0243	0.0171	1.000
281	PYDC2	pyrin domain containing 2	86728	1	1	1	1	0	1	0	0	0	0	0.0171	0.904	NaN	NaN	NaN	0.0171	1.000
282	DCN	decorin	324644	2	2	2	0	0	0	1	1	0	0	0.109	0.551	0.522	0.00971	0.0223	0.0171	1.000
283	CCT6B	chaperonin containing TCP1, subunit 6B (zeta 2)	483122	3	3	3	0	1	1	0	1	0	0	0.0204	0.283	0.0659	0.717	0.120	0.0171	1.000
284	TMTC2	transmembrane and tetratricopeptide repeat containing 2	730290	5	5	5	1	1	0	1	2	1	0	0.00734	0.540	0.231	0.533	0.334	0.0172	1.000
285	CCDC75	coiled-coil domain containing 75	132035	2	2	2	1	0	0	0	0	2	0	0.00245	0.801	0.764	0.590	1.000	0.0172	1.000
286	RABGEF1	RAB guanine nucleotide exchange factor (GEF) 1	441844	3	3	3	0	0	0	0	2	1	0	0.0571	0.639	0.0206	0.892	0.0430	0.0172	1.000
287	RAB11FIP3	RAB11 family interacting protein 3 (class II)	458559	3	3	3	0	1	0	1	1	0	0	0.0575	0.307	0.0458	0.133	0.0428	0.0172	1.000
288	TNNT1	troponin T type 1 (skeletal, slow)	221972	3	3	3	0	1	0	0	2	0	0	0.0101	0.572	0.0835	0.684	0.245	0.0173	1.000
289	POLG2	polymerase (DNA directed), gamma 2, accessory subunit	436545	4	4	4	0	1	0	1	2	0	0	0.00389	0.310	0.445	0.749	0.635	0.0173	1.000
290	SPTA1	spectrin, alpha, erythrocytic 1 (elliptocytosis 2)	2187785	9	9	9	0	2	2	0	4	1	0	0.0102	0.155	0.882	0.0756	0.246	0.0175	1.000
291	BAZ2B	bromodomain adjacent to zinc finger domain, 2B	1932993	9	9	9	1	0	0	1	6	2	0	0.0149	0.366	0.221	0.177	0.168	0.0176	1.000
292	CHST9	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9	396136	2	2	2	1	0	0	1	1	0	0	0.159	0.909	0.00997	0.451	0.0158	0.0176	1.000
293	TBCA	tubulin folding cofactor A	84943	1	1	1	0	1	0	0	0	0	0	0.0176	0.787	NaN	NaN	NaN	0.0176	1.000
294	GYS1	glycogen synthase 1 (muscle)	571478	2	2	2	0	0	0	1	1	0	0	0.294	0.534	0.303	0.0128	0.00869	0.0178	1.000
295	ADAM10	ADAM metallopeptidase domain 10	659836	4	4	4	1	0	1	2	1	0	0	0.0145	0.519	0.155	0.231	0.178	0.0180	1.000
296	NNAT	neuronatin	71508	1	1	1	0	0	1	0	0	0	0	0.0182	0.808	NaN	NaN	NaN	0.0182	1.000
297	C1orf27	chromosome 1 open reading frame 27	343842	2	2	2	0	0	0	1	1	0	0	0.109	0.587	0.777	0.0226	0.0241	0.0182	1.000
298	ZMAT1	zinc finger, matrin type 1	532084	4	4	4	0	0	0	2	0	1	1	0.00453	0.411	0.404	0.872	0.582	0.0183	1.000
299	SLU7	SLU7 splicing factor homolog (S. cerevisiae)	533553	4	4	4	1	0	3	0	1	0	0	0.00614	0.436	0.641	0.198	0.429	0.0183	1.000
300	SLFN12L	schlafen family member 12-like	478429	4	3	4	1	0	0	1	3	0	0	0.0279	0.676	0.0420	0.946	0.0945	0.0183	1.000
301	ZFYVE16	zinc finger, FYVE domain containing 16	1373584	5	5	5	0	0	0	2	2	1	0	0.102	0.294	0.0196	0.403	0.0259	0.0184	1.000
302	KRTAP19-2	keratin associated protein 19-2	47173	1	1	1	0	0	0	0	0	1	0	0.0184	0.865	NaN	NaN	NaN	0.0184	1.000
303	PCDHA6	protocadherin alpha 6	845305	4	4	4	0	3	0	1	0	0	0	0.0738	0.127	0.0130	0.567	0.0366	0.0187	1.000
304	MAPKBP1	mitogen-activated protein kinase binding protein 1	1356075	3	3	3	0	1	0	0	2	0	0	0.323	0.499	0.00494	0.0861	0.00850	0.0189	1.000
305	CENPW	centromere protein W	81747	2	2	2	0	0	0	0	1	1	0	0.00727	0.650	0.297	0.407	0.381	0.0191	1.000
306	MACROD2	MACRO domain containing 2	415053	4	4	4	0	0	0	0	3	1	0	0.00595	0.568	0.280	0.344	0.466	0.0191	1.000
307	SGPL1	sphingosine-1-phosphate lyase 1	516559	4	4	4	0	1	0	2	0	1	0	0.00768	0.220	0.261	0.611	0.363	0.0192	1.000
308	XRCC6BP1	XRCC6 binding protein 1	207127	2	2	2	0	0	1	0	1	0	0	0.0237	0.568	0.280	0.226	0.118	0.0192	1.000
309	CDX1	caudal type homeobox 1	107237	2	2	2	0	0	0	0	2	0	0	0.0222	0.670	0.305	0.113	0.128	0.0195	1.000
310	CDK15	cyclin-dependent kinase 15	352479	3	3	3	1	0	0	0	0	3	0	0.00747	0.769	0.398	0.0741	0.385	0.0197	1.000
311	FKBPL	FK506 binding protein like	308822	3	3	3	0	0	1	0	2	0	0	0.0174	0.392	0.220	0.117	0.165	0.0197	1.000
312	SERPINB7	serpin peptidase inhibitor, clade B (ovalbumin), member 7	343103	2	2	2	0	0	0	1	1	0	0	0.108	0.578	0.452	0.0253	0.0267	0.0198	1.000
313	POM121C	POM121 membrane glycoprotein C	652406	2	2	2	0	0	1	0	1	0	0	0.173	0.485	0.131	0.0147	0.0168	0.0199	1.000
314	MEMO1	mediator of cell motility 1	252046	3	3	3	0	0	1	0	2	0	0	0.00529	0.449	0.427	0.142	0.551	0.0199	1.000
315	DCAF8L2	DDB1 and CUL4 associated factor 8-like 2	288594	3	3	3	1	1	0	0	1	1	0	0.00434	0.830	0.878	0.425	0.673	0.0200	1.000
316	MT1G	metallothionein 1G	58014	2	2	2	0	0	1	1	0	0	0	0.00292	0.574	0.804	0.973	1.000	0.0200	1.000
317	REG3G	regenerating islet-derived 3 gamma	160564	2	2	2	0	0	0	0	2	0	0	0.0218	0.709	0.240	0.144	0.134	0.0200	1.000
318	ZDHHC9	zinc finger, DHHC-type containing 9	331383	3	3	3	0	0	1	1	1	0	0	0.0178	0.391	0.512	0.0441	0.164	0.0200	1.000
319	TXNIP	thioredoxin interacting protein	353944	4	4	4	0	0	0	2	2	0	0	0.00387	0.318	0.937	0.391	0.760	0.0201	1.000
320	CAPRIN2	caprin family member 2	1012608	3	3	3	0	0	0	2	1	0	0	0.303	0.399	0.00477	0.230	0.00983	0.0203	1.000
321	DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	803589	4	4	4	0	1	0	1	1	1	0	0.0381	0.379	0.456	0.0138	0.0782	0.0203	1.000
322	FCAR	Fc fragment of IgA, receptor for	278203	2	2	2	0	1	0	1	0	0	0	0.0312	0.540	0.514	0.0648	0.0958	0.0204	1.000
323	OR52B6	olfactory receptor, family 52, subfamily B, member 6	295930	2	2	2	0	0	1	0	1	0	0	0.0757	0.586	0.851	0.0253	0.0397	0.0205	1.000
324	CRISP1	cysteine-rich secretory protein 1	227954	2	2	2	0	0	0	0	2	0	0	0.0679	0.748	0.392	0.0616	0.0445	0.0205	1.000
325	BAALC	brain and acute leukemia, cytoplasmic	83796	1	1	1	0	0	0	0	0	1	0	0.0205	0.833	NaN	NaN	NaN	0.0205	1.000
326	ARHGAP15	Rho GTPase activating protein 15	433638	3	3	3	1	1	0	1	0	1	0	0.0173	0.605	0.0950	0.852	0.175	0.0206	1.000
327	KHK	ketohexokinase (fructokinase)	302693	3	3	3	1	0	1	1	1	0	0	0.00548	0.699	0.420	0.579	0.553	0.0206	1.000
328	GTF2A2	general transcription factor IIA, 2, 12kDa	101378	1	1	1	1	0	1	0	0	0	0	0.0207	0.949	NaN	NaN	NaN	0.0207	1.000
329	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2)	383092	3	3	3	0	0	0	1	2	0	0	0.0364	0.478	0.0515	0.774	0.0836	0.0207	1.000
330	CDCP2	CUB domain containing protein 2	400134	2	2	2	0	0	0	2	0	0	0	0.0889	0.395	0.804	0.00962	0.0343	0.0207	1.000
331	AQPEP		894027	5	5	5	0	1	0	1	3	0	0	0.0274	0.245	0.0994	0.203	0.112	0.0208	1.000
332	C1orf159	chromosome 1 open reading frame 159	86231	2	2	2	0	0	0	0	1	1	0	0.00833	0.781	0.216	0.535	0.369	0.0209	1.000
333	EDIL3	EGF-like repeats and discoidin I-like domains 3	435689	2	2	2	1	1	0	0	0	1	0	0.0645	0.855	0.524	0.0213	0.0481	0.0210	1.000
334	MAGED2	melanoma antigen family D, 2	400286	2	2	2	0	0	0	0	1	1	0	0.0778	0.547	0.317	0.0350	0.0400	0.0211	1.000
335	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)	410916	3	3	3	0	0	0	1	1	1	0	0.0290	0.560	0.0961	0.116	0.108	0.0211	1.000
336	PILRA	paired immunoglobin-like type 2 receptor alpha	275420	2	2	2	0	0	0	0	2	0	0	0.103	0.666	0.509	0.0218	0.0303	0.0212	1.000
337	AFG3L2	AFG3 ATPase family gene 3-like 2 (yeast)	686453	3	3	3	0	0	0	1	1	1	0	0.0947	0.473	0.271	0.0163	0.0331	0.0212	1.000
338	PAN3	PAN3 polyA specific ribonuclease subunit homolog (S. cerevisiae)	675196	3	3	3	0	0	0	0	3	0	0	0.137	0.582	0.504	0.00398	0.0230	0.0213	1.000
339	LRCH2	leucine-rich repeats and calponin homology (CH) domain containing 2	304187	3	3	3	0	0	0	1	1	1	0	0.0134	0.484	0.185	0.195	0.236	0.0214	1.000
340	LCE4A	late cornified envelope 4A	89072	1	1	1	0	0	0	0	0	1	0	0.0216	0.638	NaN	NaN	NaN	0.0216	1.000
341	NXF1	nuclear RNA export factor 1	585702	2	2	2	0	0	1	0	1	0	0	0.265	0.568	0.0209	0.0414	0.0121	0.0217	1.000
342	PPFIA2	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2	1032051	3	3	3	0	0	0	2	0	1	0	0.193	0.371	0.00997	0.682	0.0167	0.0217	1.000
343	CADPS	Ca2+-dependent secretion activator	1128404	5	5	5	0	1	0	0	2	2	0	0.0572	0.286	0.219	0.0211	0.0563	0.0217	1.000
344	CDC73	cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	486918	3	3	3	0	1	1	0	1	0	0	0.0383	0.351	0.0379	0.450	0.0861	0.0221	1.000
