Chromosome Name,HGNC symbol,Gene Start (bp),Gene End (bp)
13,TPTE2P3,53063128,53161222
15,,41901664,41904925
18,,37646250,37679197
15,MIR626,41983783,41983876
18,RPL17P45,37723890,37724468
15,,42010568,42010870
18,RNU7-145P,38052785,38052846
15,,42062954,42064930
15,,42117297,42120134
20,WFDC10B,44313292,44333658
GL000231.1,,21878,21950
18,,39047395,39212149
21,TMPRSS15,19641433,19858197
15,RNA5SP393,42144111,42144227
15,MIR4310,42158693,42158749
15,,78285747,78287631
15,,42184991,42190773
20,WFDC13,44330655,44337456
15,MIR1827,78330873,78330937
15,,78383514,78383639
18,,39369127,39369360
15,,42188137,42189031
18,,39399018,39399386
15,,78433585,78435515
15,,42213615,42221081
20,SPINT4,44350990,44354469
18,,39669276,39669716
15,,42264961,42291292
15,,78542844,78556498
15,,42298330,42302315
15,,78573292,78574532
15,,78582869,78583563
HG243_PATCH,HSF1,145346494,145369625
15,,78585628,78588391
15,,78674915,78675497
15,,78772399,78774162
15,,78881465,78883618
18,LINC00907,39739247,40271387
15,,78918237,78920535
HG186_PATCH,RAD54L2,51579011,51701025
20,IDH3B,2639041,2644865
13,MRPS31P4,53191693,53211581
15,,78952986,79027837
18,KATNAL2,44497455,44627658
20,WFDC3,44376583,44420571
13,MIR759,53384179,53384274
13,PPIAP26,53394632,53395153
13,LINC01065,53720674,53725943
13,PCDH8P1,53774116,53776547
20,CASS4,54987168,55034396
13,RN7SL618P,53832212,53832505
13,,53941980,53942091
15,RPL18P11,78953389,78953918
13,LINC00558,54389554,54450254
15,,79044449,79045715
13,LINC00458,54689924,54707001
15,RPL21P116,79155589,79156071
21,,29488413,29600986
13,,54690611,54690986
15,RNU6-415P,79191182,79191278
15,MIR627,42491768,42491864
15,,79271231,79278268
13,RPL13AP25,55014839,55015450
15,,42500611,42519188
21,NCAM2,22370633,22915650
15,,79406635,79406701
13,,55380002,55380092
21,,29811667,30047170
15,,42605885,42606584
13,MIR5007,55748589,55748683
13,HNF4GP1,56573334,56574582
13,SPATA2P1,56788507,56791076
21,LINC00161,29911640,29912677
13,,57133758,57133859
15,,79484049,79576287
13,RN7SKP6,57459418,57459736
13,PRR20FP,57747587,57747766
21,RNU6-872P,30115530,30115613
13,MTCO2P3,57778513,57778933
21,HSPD1P7,30259602,30261594
15,PPP1R14D,41107650,41120907
13,SLC25A5P4,57888873,57890043
21,THUMPD1P1,30274101,30276019
21,RPL23P2,30369934,30370354
15,MIR184,79502130,79502213
15,,42640301,42704515
21,,30396576,30397211
15,HNRNPCP3,79528674,79529548
13,RPL31P53,57965305,57965652
21,,30430394,30432416
13,RNA5SP30,58565484,58565598
15,,79631072,79631156
13,LINC00374,58785831,58807251
21,RPL12P9,30500022,30500509
15,,79705700,79706228
21,,30511604,30511705
13,RNY4P29,59101789,59101885
21,,30552747,30552960
13,CTAGE16P,59102749,59105160
15,,79851598,79852646
21,,30554348,30560116
HG243_PATCH,DGAT1,145371194,145381813
13,DNAJA1P1,59325181,59326367
15,,79960684,79961158
13,HMGN2P39,59584466,59584738
15,FAM227B,49619159,49913128
13,POLR3KP1,59645596,59645937
21,LINC00189,30565801,30660526
15,,80035653,80035810
13,RPP40P2,59836814,59837525
13,RNU7-88P,60054204,60054266
15,,80044031,80044391
13,DIAPH3-AS1,60586885,60618491
13,RN7SL375P,60608601,60608896
13,DIAPH3-AS2,60718832,60727639
18,MC5R,13824154,13826861
20,,60880488,60881381
13,RNY4P28,60761872,60761964
13,LINC00434,60788486,60789080
20,MIR4758,60907543,60907613
13,TARDBPP2,60848910,60850140
13,,61026838,61026919
20,,60928051,60931536
13,RNA5SP31,61187742,61187868
13,EIF4A1P6,61211022,61212231
9,SERPINH1P1,34318405,34319653
13,LINC00378,61259333,61268662
18,MC2R,13882043,13915706
9,,34389941,34390049
20,,61004604,61006568
9,RN7SKP24,34478620,34478903
13,RNY3P5,61363694,61363795
20,,61052926,61053650
9,,34521525,34524239
15,LACTB,63413999,63434260
13,RNY4P31,61390831,61390923
20,,61088965,61091152
13,,61491176,61494141
9,,34546522,34546994
13,MIR3169,61773932,61774014
21,GAPDHP14,30594642,30595578
13,,62334417,62334509
13,RAC1P8,62379283,62379809
20,C20orf166-AS1,61141550,61148733
9,CNTFR-AS1,34568013,34582827
21,BACH1-IT1,30723955,30734215
13,,62501223,62501405
13,LINC00358,62578226,62603681
15,BLM,91260558,91358859
21,,30731323,30731774
20,MIR1-1,61151510,61151586
13,LINC01075,62798230,62824080
9,,34661900,34666026
20,MIR133A2,61162119,61162220
9,,34665662,34681295
20,RPL7P3,61169878,61170591
13,LINC01074,62895438,62896531
18,RNA5SP454,39850554,39850680
18,RNU6-443P,41412124,41412230
13,LINC00459,62897790,62902966
20,,61172797,61174714
18,,41619436,41620105
21,MRPL39,26957968,26979829
9,FAM205B,34832292,34838583
13,RPL32P28,62902121,62902517
18,RNA5SP455,41651548,41651666
20,,61265033,61266856
18,KRT8P5,41900765,41902222
20,,61265124,61267214
HG243_PATCH,SCRT1,145387965,145391184
13,SQSTM1P1,62980191,62981049
18,,41903401,42111662
13,LINC00448,63246418,63306492
20,,61294371,61298076
18,,42256892,42259682
13,LINC00376,63757234,63801189
9,FAM205CP,34889061,34895775
18,MIR4319,42550047,42550131
18,ZNF519,14057456,14132489
13,LINC00395,64241814,64312151
18,,42710530,42761312
20,LINC00686,61326376,61331832
13,OR7E156P,64316498,64316945
20,,61363918,61366699
13,,64322132,64325213
20,CTSZ,57570240,57582302
20,LINC00659,61405480,61406764
18,,43003729,43063183
9,GLULP4,34917172,34918293
13,RNU6-81P,64357934,64358037
20,OGFR-AS1,61431979,61436939
HG243_PATCH,,145407122,145410512
20,RTFDC1,55043647,55093943
13,PPP1R2P10,64385147,64385741
9,YWHAZP6,34922181,34922918
20,DPH3P1,61476490,61477543
9,SYF2P2,35010700,35011282
9,RN7SL338P,35049268,35049558
13,,64402973,64418258
18,,43063310,43109820
20,ARF4P2,61503602,61504428
9,,35096375,35098138
21,BACH1-AS1,30742340,30743547
9,,35147407,35149181
13,OR7E104P,64411166,64411589
21,BACH1-IT2,30742944,30746029
18,,43087167,43130148
20,,61640735,61716423
13,,64411428,64412164
15,,80050891,80051104
18,,43226118,43227895
21,,30761707,30761810
13,NFYAP1,64549584,64550555
21,BACH1-IT3,30868367,30872706
15,RNU6-667P,80109691,80109792
18,,43249332,43327180
15,SPINT1,41136216,41150405
13,LINC00355,64560504,64650144
21,,31029726,31030151
15,,80124808,80125896
20,LINC00029,61665569,61668380
15,,80135889,80136646
18,,43368495,43368632
13,LGMNP1,65532229,65533528
18,RN7SKP26,43569619,43569911
21,GRIK1-AS1,31120494,31136321
15,,80236840,80237920
20,LINC01056,61669363,61685215
18,,43608272,43609795
18,,43656970,43657065
15,,80276493,80278066
13,STARP1,65883987,65885085
18,RNU6-1278P,43701581,43701687
20,HAR1B,61726845,61733671
18,,44302938,44303186
15,,80282247,80282948
9,ATP8B5P,35406752,35483026
21,,31462035,31470154
15,,80434400,80434469
18,,44336450,44340307
21,LINC00307,31581469,31584101
13,HNRNPA3P5,66362064,66362896
20,HAR1A,61733483,61735738
15,,80458265,80459322
13,,66438305,66438398
21,RPL8P2,31635698,31636199
18,,44383187,44383857
15,,80487826,80544555
13,LINC01052,66440306,66452351
20,,61758847,61760811
18,,44432595,44433845
13,MIR548X2,66540462,66540561
20,,61798149,61812255
13,MIR4704,66792382,66792456
18,,44603732,44617651
20,MIR124-3,61809852,61809938
13,TRIM60P19,66843129,66844590
18,,44632317,44634433
20,EBF4,2673524,2740753
20,MIR3196,61870131,61870194
15,LINC00927,80555410,80634147
13,PCDH9-AS1,66878003,66897693
20,MIR4326,61918160,61918218
13,RNU7-87P,67204847,67204908
20,RNU6-994P,61968691,61968801
13,PCDH9-AS2,67399301,67489163
20,,61991340,62002529
9,ZFAND6P1,35449745,35450349
13,PCDH9-AS3,67551564,67559908
9,RPL36AP33,35507561,35507870
13,PCDH9-AS4,67565018,67576139
9,,35592783,35592948
20,,62079404,62080682
13,RPSAP53,67840977,67841838
9,MIR4667,35608091,35608156
15,RNU6-188P,42719789,42719895
20,,62133640,62136464
9,,35642511,35643514
13,LINC00364,67946519,67954108
15,,42824065,42825038
20,TUBB1,57594309,57601709
9,,35646267,35647096
13,BCRP9,68364539,68364926
20,,62258580,62260177
15,,42859229,42862192
9,RMRP,35657748,35658015
13,NPM1P22,68406008,68406959
15,FGF7,49715293,49780972
13,OR7E111P,68476487,68477374
15,,42864125,42864631
9,RN7SL22P,35671773,35672039
20,,62376042,62377311
9,,35756709,35757937
13,OR7E33P,68485219,68486080
15,,42873354,42873686
18,POTEC,14507338,14543584
15,,80726136,80737493
20,,62439429,62447874
9,,35772160,35790429
13,ELL2P3,68863811,68865412
20,RNU1-134P,62540308,62540472
15,,43000890,43000990
20,MIR941-2,62550834,62550950
9,,35811473,35811547
15,,43031316,43035400
15,,80846950,80855285
13,HNRNPA1P18,68875737,68877434
20,MIR941-3,62551085,62551201
9,OR13E1P,35859059,35859980
20,DNTTIP1,44420576,44440066
20,MIR941-1,62551365,62551481
15,KRT8P50,43093166,43094603
9,NDUFA5P4,35874807,35875191
18,TCEB3CL2,44542731,44544607
13,RPL37P21,68905470,68905745
20,MIR1914,62572818,62572897
15,FDPSP4,43231508,43232556
21,JAM2,27011584,27089874
9,LINC00961,35909480,35911683
20,MIR647,62573984,62574079
13,RPS3AP52,69208322,69208618
15,RPS3AP47,43407897,43408691
20,,10342736,10342878
9,,35930009,35937148
20,SDAD1P2,10366427,10368454
13,RPL12P34,69228704,69229182
15,SPCS2P1,43423206,43423884
HG243_PATCH,SLC52A2,145409038,145416175
20,LINC00176,62665697,62671315
9,PGAM1P2,35943207,35943931
18,,44663389,44663661
20,ATP5E,57600522,57607437
18,TCEB3CL,44548658,44550534
13,RN7SL761P,69267938,69268213
20,,10593509,10594877
15,,43476277,43477339
18,RNU6-1131P,44760813,44760919
13,ZDHHC20P4,69559190,69560196
20,,10625847,10627014
15,,43539878,43539979
9,YBX1P10,35971341,35972315
18,,44812096,45120914
13,SNRPFP3,69675964,69676188
15,ATP5HP1,43560102,43560586
15,RPS27L,63418071,63450220
20,,62688156,62688437
13,LINC00383,69796478,69866286
20,,10653576,10975572
15,,43594294,43594970
9,OR13C6P,35991333,35992282
20,CICP4,62921540,62924351
13,LINC00401,69885465,69896233
15,RN7SL487P,43683633,43683925
18,MIR4527,44906867,44906936
18,TCEB3C,44554573,44556449
15,RNU6-554P,43894741,43894846
13,SRSF1P1,69982348,69982867
15,,43905880,43905983
18,,45027543,45084754
9,,36002993,36003660
20,,10733738,10734614
15,RNU6-610P,43929830,43929936
20,LINC00266-1,62921738,62944485
9,OR2S1P,36013181,36014130
15,,43941321,43941478
13,RNY3P10,70377072,70377173
18,TPMTP1,45156483,45157219
20,,10733926,10745934
15,,80872370,80872907
13,PSMC1P13,70468233,70469217
18,,45229546,45230116
9,OR2AM1P,36021689,36022110
20,,10855981,10889920
15,,80873444,80873580
15,RNU6-380P,80956113,80956219
18,,45379604,45379828
9,RNU4-53P,36267780,36267919
15,,80985557,80986048
13,ATXN8OS,70681345,70713561
20,FAT1P1,10869230,10869736
18,,45404666,45408815
9,HMGB3P24,36303496,36304921
15,MIR549,81134319,81134414
18,TCEB3B,44558943,44561988
20,,10981952,10982411
18,RNU6-708P,45696155,45696261
13,RNU6-54P,71033596,71033702
21,KRTAP13-6P,31728833,31729203
9,MIR4475,36823536,36823596
18,RNU7-191P,45918962,45919021
13,SOGA2P1,71497796,71498587
15,,81188531,81241208
21,MIR4327,31747612,31747696
9,FOXD4,116237,118417
9,,36856552,36861372
18,RNA5SP456,46001858,46001971
20,,11214818,11282173
13,LINC00348,71589273,71742549
18,,46004932,46005599
21,KRTAP13-5P,31808784,31809282
9,MIR4540,36864251,36864305
15,,81283145,81285599
18,MIR4743,46196971,46197039
9,MIR4476,36893459,36893528
13,RABEPKP1,71870342,71871367
21,KRTAP19-9P,31882625,31882815
15,,43955852,43976537
15,MIR4514,81289758,81289814
20,RPS11P1,11326031,11326503
9,,37002694,37008037
18,,46199946,46214790
13,H3F3BP1,72249199,72249601
21,KRTAP19-10P,31886931,31887117
15,ANP32BP3,81409976,81410681
9,,37046832,37047234
20,,11589084,11589696
21,,31898864,31899019
13,RPL21P109,72278313,72278787
15,,81595556,81601732
21,KRTAP19-11P,31909597,31909700
20,PGAM3P,11601699,11602125
9,,37073528,37075789
21,,31964786,31965076
9,,37078810,37079773
13,RPL35AP31,72420113,72420449
20,,11665792,11667971
15,,81616718,81654378
20,LINC00687,11781111,11851363
21,KRTAP21-4P,32114098,32114913
13,RPS10P21,72487842,72488316
21,,32135000,32135200
20,,11790813,11791095
21,KRTAP8-2P,32174560,32174745
13,RNA5SP32,72552226,72552344
20,RN7SKP111,11799469,11799739
9,,37079893,37090398
21,KRTAP8-3P,32179250,32179437
13,,73028040,73028105
20,,11819003,11819222
15,RAB8B,63481668,63559981
13,RPL18AP17,73034270,73034467
21,KRTAP7-1,32201357,32202078
20,,11890052,11899325
13,,73034657,73034739
21,,32201362,32202051
20,,12224543,12224944
13,,73160818,73160948
20,,12286261,12297133
13,RPL21P110,73277831,73278276
21,UBE3AP2,32432919,32435487
9,,94789780,94790106
20,PA2G4P2,12360704,12361903
13,RNU6-80P,73280155,73280261
20,UBE2C,44441215,44445596
9,,94871140,94871271
20,,12845850,12933167
9,,37112545,37115487
13,,73425226,73425307
21,,32824779,32825536
9,,94871295,94872377
13,RNU6-79P,73455246,73455352
9,,37160134,37160234
21,,32931558,32932800
13,PSMD10P3,73610539,73610986
20,,12915525,12916431
9,,37205109,37205365
21,FBXW11P1,32999440,33000913
9,,37296020,37296101
20,GCNT7,55066548,55100981
20,,12930986,12932275
13,FABP5P1,73674713,73675123
20,SLMO2,57608200,57617964
9,,37322256,37322368
9,,94872450,94872796
HG243_PATCH,FBXL6,145410334,145414279
9,,37383175,37384431
20,,13054315,13054960
13,RNU6-66P,73687052,73687155
9,CHCHD4P3,37434174,37434583
13,,73698849,73698947
20,ISM1-AS1,13218448,13220321
9,RN7SL463P,37459392,37459706
13,RNU4-10P,73765665,73765804
15,STRCP1,43991686,44010382
18,HDHD2,44633774,44676891
13,RNY1P8,73801284,73801397
20,,13224711,13226016
9,,37477146,37478314
13,MARK2P12,73981905,73982489
20,GAPDHP2,13373324,13374321
20,,13936410,13936503
13,LINC00393,73987610,74222390
9,,37490418,37490890
20,RNU6-278P,13953962,13954070
21,ATP5J,27088815,27107984
20,RPS3P1,13984154,13984345
13,LINC00392,74138381,74162207
9,,37509147,37510296
20,AIMP1P1,14108046,14108982
13,LINC00402,74805594,74834113
20,RN7SL864P,14203687,14203976
9,RAB1C,37636685,37637290
13,RNY1P5,74863237,74863351
20,RNU6-228P,14332966,14333071
9,ZBTB26,125677845,125693779
20,,14527830,14528269
13,RPL21P108,74951300,74952088
9,RN7SKP171,37661744,37662046
15,,81702858,81711358
20,FAM209A,55092243,55101198
20,MACROD2-IT1,14535030,14617170
9,,37836041,37836391
13,LINC00381,74993310,75009296
15,DTWD1,49913177,49937333
15,,81719789,82047558
9,,94872857,94873150
9,PAICSP1,37878113,37879490
20,RPS10P2,14738209,14738702
15,,81846344,81989121
20,CPXM1,2774715,2781283
9,,37885680,37886387
20,MACROD2-AS1,14864899,14910161
15,,81926228,81934531
13,LINC00347,75117975,75139582
9,RNU7-124P,37936704,37936765
20,FAM209B,55108302,55111576
20,,14914489,14916009
9,,38147425,38147558
9,MTND4P15,94873147,94874179
15,,81952823,82163466
9,,38190404,38190504
20,RNU6-1159P,15002199,15002305
9,,38360424,38376427
20,RNU6-115P,15003498,15003604
15,RNU6-353P,43994561,43994668
15,,82245644,82288007
20,RNA5SP475,15261410,15261519
9,,38452779,38454067
15,,44005342,44005445
20,,15532802,15533530
15,,82302553,82302948
20,,15539025,15539113
9,,38478468,38479347
15,,82336635,82336717
13,RIOK3P1,75402690,75404217
20,ENSAP1,15600139,15600464
15,RNU1-77P,82466565,82466726
13,RNU6-38P,75683724,75683830
9,,38486856,38488335
20,PPIAP17,16204395,16205180
13,SSR1P2,75710291,75711077
15,CATSPER2P1,44019116,44039292
9,VN1R48P,38504444,38505479
20,,16390942,16391036
13,,75783114,75783173
15,RHOV,41164412,41166487
9,,38526828,38527029
20,RPLP0P1,16566978,16567338
13,CTAGE11P,75812080,75814432
20,,16651286,16651387
9,FAM220BP,38527094,38527909
13,LINC01078,75824616,75826148
20,,16664753,16665049
15,,82590891,82626963
15,FURIN,91411822,91426688
13,TBC1D4-AS1,75949647,75951430
9,,38540564,38542762
20,,16695489,16711593
15,NIPA2,23004684,23034427
9,,38542311,38542566
20,,16838607,16844793
13,,76123909,76381256
9,,38542386,38543212
20,,16963477,16963678
9,,38542476,38568419
20,RNU6-27P,17168155,17168261
18,,44661027,44702652
20,,17168779,17168989
9,,38543101,38543443
18,,46352422,46361141
20,RNU1-131P,17189705,17189865
9,SNX18P3,38566257,38568208
18,,46489321,46490311
13,,76178836,76210130
20,DYNLT3P1,17459730,17460076
HG243_PATCH,ADCK5,145428004,145448145
18,,46550073,46574844
13,,76205407,76206271
20,RPS27AP2,17497488,17497952
9,FAM201A,38620471,38624987
13,FAM204CP,76262692,76263333
18,MIR4744,46576057,46576138
9,,94894680,94900911
20,RN7SKP69,17556851,17557155
13,,76452849,76455263
18,,46642671,46652849
20,,17579900,17580452
13,LINC00561,76506531,76509268
20,,17823227,17823372
18,,46732282,46735151
21,GABPA,27106881,27144771
20,,17868007,17868804
9,,38643039,38643765
13,LINC01034,76587159,76588637
18,,46958114,46973790
20,RNU6-192P,17884406,17884505
9,RNU6-765P,38680003,38680101
13,RN7SL571P,76709067,76709360
20,TFAP2C,55204358,55214339
20,SNORD17,17943353,17943589
13,,77460456,77460535
18,,46996173,46996593
9,,38804004,38851913
13,BTF3P11,77502200,77502970
20,PTMAP3,17992599,17992928
18,,47010906,47012519
9,VN2R3P,39016966,39039591
20,,18040137,18051652
13,RPL7P44,77555310,77556051
18,MIR1539,47013709,47018248
9,,39154072,39155476
18,SNORD58C,47015615,47015678
20,RPL15P1,18070760,18071359
20,ZNF831,57766075,57834168
13,DHX9P1,77559003,77562078
18,SNORD58A,47017653,47017717
9,,39159068,39160316
20,TNNC2,44451853,44462384
21,,33025906,33031813
15,VPS18,41186628,41196173
18,SNORD58B,47018034,47018099
9,,39173791,39174510
21,,33036619,33036795
18,SRP72P1,47021517,47023266
15,APH1B,63568217,63601325
15,RNU6-354P,44026377,44026483
21,,33039041,33039560
9,RN7SL640P,39191097,39191355
13,MYCBP2-AS1,77649649,77672677
15,MIR1282,44085857,44085957
9,,39368376,39368790
20,RNU7-137P,18076215,18076276
18,,47025760,47028230
21,HMGN1P2,33078868,33079177
20,,18094111,18094223
15,,44156091,44156203
20,,18150549,18150633
9,FAM74A5,39371062,39376913
18,,47176720,47177530
21,,33108045,33108720
15,PIN4P1,44168047,44168442
20,,18200757,18201156
21,TPT1P1,33212653,33213170
9,,39384503,39405302
18,,47266193,47268433
15,ACTBP7,44281259,44282382
13,MYCBP2-AS2,77654646,77655325
20,RN7SL14P,18239200,18239495
9,RABGAP1,125703112,125867145
18,,47340393,47377429
9,,39395734,39397403
20,RNU2-56P,18246334,18246523
13,SCEL-AS1,78173890,78180686
20,RN7SKP74,18275787,18276095
15,GAPDHP55,44355709,44356511
18,IER3IP1,44681413,44702745
20,,18294409,18295755
18,SCARNA17,47340503,47340646
15,,44564040,44564218
13,RNY3P7,78197507,78197607
9,,39443804,39464526
18,,47340731,47340813
20,,18303196,18339944
15,,44571085,44571275
13,SPTLC1P5,78233548,78233799
18,,47397925,47398036
15,,44575957,44576117
13,MIR3665,78272147,78272251
18,RNA5SP457,47472636,47472759
20,RNY4P11,18309650,18309746
18,,47496091,47497327
13,EDNRB-AS1,78402357,78408085
20,LINC00851,18359693,18362128
18,ADAD1P2,47590165,47590810
9,,39485380,39485866
20,GCNT1P1,18400804,18402098
18,,47625112,47625532
9,,39631025,39632395
18,RN7SL310P,47733370,47733648
20,RNA5SP476,18414486,18414588
18,,47828560,47839965
20,MIR3192,18451259,18451335
18,RNA5SP458,47845372,47845490
9,,39651897,39652392
18,,47927311,47927418
9,LINC00475,94903580,94922396
9,ATP5A1P9,39654198,39655518
20,RPL21P3,18465909,18466696
18,RPLP0P11,47984257,47985165
20,EDN3,57875482,57901047
15,DLL4,41221538,41231237
9,RN7SL462P,39720399,39720657
18,,48195880,48196585
9,,39722430,39817308
20,RPS19P1,18485277,18485710
13,RNF219-AS1,78493824,79191463
20,,18526352,18526428
9,,39722432,39817308
9,,39860052,39860359
20,LINC00493,18548064,18550207
9,,39897660,39897987
20,TMEM239,2795614,2800930
9,FAM74A1,39900346,39906219
20,RN7SL638P,18572974,18573261
9,,39925026,39926970
20,RNU6ATAC34P,18591691,18591811
20,DUXAP7,18623426,18624278
13,,78513297,78519009
9,VN2R4P,40063116,40085739
13,RN7SL810P,78521628,78521907
20,,18655039,18679353
13,LINC01069,78563507,78564781
20,,2795614,2798712
20,EEF1A1P34,18763068,18764334
13,LINC00446,78587018,78627730
9,,94907365,94907468
18,ANKRD30B,14728271,14852737
15,UBE2Q2P2,82647360,82712277
20,BMP7,55743804,55841685
13,,78849855,78851649
9,,40293025,40339528
13,SRGNP1,78859973,78860423
20,LINC00652,18768295,18774979
18,SKOR2,44746293,44775554
20,C20orf141,2795633,2796479
13,RNY3P3,78929362,78929463
13,RPL31P54,78996958,78997327
HG243_PATCH,CPSF1,145448132,145464191
20,,18775173,18776711
13,TCEB1P23,79062317,79062648
9,VN2R5P,40371838,40394460
20,,19106429,19106551
9,,94912664,94919727
15,RPL9P9,82664459,82748784
20,,19193496,19194121
13,,79170264,79173754
13,,79239973,79240065
20,,19222946,19265240
9,,40479776,40481177
9,GPR21,125796806,125797975
15,,82710856,82726435
13,RPL21P111,79335310,79335786
20,,19321940,19322016
9,,40491622,40633282
20,,19570741,19570831
9,CBWD1,121041,188979
9,BEND3P2,94933523,94935776
13,LINC00331,79361454,79366442
9,,94967638,94972440
15,CSPG4P8,82751614,82769399
20,,19673853,19678220
9,SNORA84,95054743,95054875
9,RN7SL422P,40516806,40517064
13,HSPD1P8,79423366,79425343
9,,40704468,40713709
9,,95101940,95103945
9,,40712985,40713384
